model,scope,cohort,metric,estimate,lower,upper,finite_replicates,replicates
spectttra,cohorts,non_demo,FN,526.0,494.0,560.0,2000,2000
spectttra,cohorts,non_demo,FP,154.0,134.0,176.0,2000,2000
spectttra,cohorts,non_demo,FPR,0.1878048780487805,0.1630170316301703,0.21490278262894397,2000,2000
spectttra,cohorts,non_demo,TN,666.0,644.0,687.0,2000,2000
spectttra,cohorts,non_demo,TP,1218.0,1183.0,1252.0,2000,2000
spectttra,cohorts,non_demo,TPR,0.698394495412844,0.6792218373208762,0.7172295363480252,2000,2000
spectttra,cohorts,non_demo,all_attempt_correctness,0.734789391575663,0.7188343553390465,0.7500024328532503,2000,2000
spectttra,cohorts,non_demo,attempted,2564.0,2549.0,2579.0,2000,2000
spectttra,cohorts,non_demo,balanced_accuracy,0.7552948086820318,0.7387015191897597,0.7710749396669219,2000,2000
spectttra,cohorts,non_demo,coverage,1.0,1.0,1.0,2000,2000
spectttra,cohorts,non_demo,macro_FPR,0.2090537614792766,0.17291571069900644,0.2480532643154005,2000,2000
spectttra,cohorts,non_demo,macro_TPR,0.6702910052910053,0.6456062332858556,0.6939542989258677,2000,2000
spectttra,cohorts,non_demo,precision,0.8877551020408163,0.8734787953995343,0.9016889359139068,2000,2000
spectttra,cohorts,non_demo,scored,2564.0,2549.0,2579.0,2000,2000
spectttra,cohorts,non_demo,specificity,0.8121951219512196,0.785097217371056,0.8369829683698297,2000,2000
spectttra,cohorts,non_demo_recording_representative,AUROC,0.8368156524105503,0.8218739351473275,0.8511404819027963,2000,2000
spectttra,cohorts,non_demo_recording_representative,F1,0.781631342324984,0.7668292682926829,0.7951348311485201,2000,2000
spectttra,cohorts,non_demo_recording_representative,FN,526.0,494.0,560.0,2000,2000
spectttra,cohorts,non_demo_recording_representative,FP,154.0,133.0,175.0,2000,2000
spectttra,cohorts,non_demo_recording_representative,FPR,0.1882640586797066,0.1625916870415648,0.2139364303178484,2000,2000
spectttra,cohorts,non_demo_recording_representative,TN,664.0,643.0,685.0,2000,2000
spectttra,cohorts,non_demo_recording_representative,TP,1217.0,1182.0,1251.0,2000,2000
spectttra,cohorts,non_demo_recording_representative,TPR,0.6982214572576019,0.6789811897928616,0.7171434331797235,2000,2000
spectttra,cohorts,non_demo_recording_representative,all_attempt_correctness,0.7344787192502928,0.7186617391533876,0.7491207845985731,2000,2000
spectttra,cohorts,non_demo_recording_representative,attempted,2561.0,2547.0,2576.0,2000,2000
spectttra,cohorts,non_demo_recording_representative,balanced_accuracy,0.7549786992889476,0.7387770705401226,0.7707130864177181,2000,2000
spectttra,cohorts,non_demo_recording_representative,coverage,1.0,1.0,1.0,2000,2000
spectttra,cohorts,non_demo_recording_representative,macro_FPR,0.20937517335398437,0.17471242006270044,0.2451514063275295,2000,2000
spectttra,cohorts,non_demo_recording_representative,macro_TPR,0.6702657527657528,0.6455775085383809,0.6939542989258677,2000,2000
spectttra,cohorts,non_demo_recording_representative,precision,0.8876732312180889,0.8740849194729137,0.9012532319467081,2000,2000
spectttra,cohorts,non_demo_recording_representative,scored,2561.0,2547.0,2576.0,2000,2000
spectttra,cohorts,non_demo_recording_representative,specificity,0.8117359413202934,0.7860635696821516,0.8374083129584352,2000,2000
spectttra,sources,aime_musicgen_large,AUROC,,,,0,2000
spectttra,sources,aime_musicgen_large,F1,,,,0,2000
spectttra,sources,aime_musicgen_large,FN,14.0,9.0,19.0,2000,2000
spectttra,sources,aime_musicgen_large,FP,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_musicgen_large,FPR,,,,0,2000
spectttra,sources,aime_musicgen_large,TN,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_musicgen_large,TP,16.0,11.0,21.0,2000,2000
spectttra,sources,aime_musicgen_large,TPR,0.5333333333333333,0.36666666666666664,0.7,2000,2000
spectttra,sources,aime_musicgen_large,all_attempt_correctness,0.5333333333333333,0.36666666666666664,0.7,2000,2000
spectttra,sources,aime_musicgen_large,attempted,30.0,30.0,30.0,2000,2000
spectttra,sources,aime_musicgen_large,balanced_accuracy,,,,0,2000
spectttra,sources,aime_musicgen_large,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_musicgen_large,macro_FPR,,,,0,2000
spectttra,sources,aime_musicgen_large,macro_TPR,0.5333333333333333,0.36666666666666664,0.7,2000,2000
spectttra,sources,aime_musicgen_large,precision,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_musicgen_large,scored,30.0,30.0,30.0,2000,2000
spectttra,sources,aime_musicgen_large,specificity,,,,0,2000
spectttra,sources,aime_musicgen_medium,AUROC,,,,0,2000
spectttra,sources,aime_musicgen_medium,F1,,,,0,2000
spectttra,sources,aime_musicgen_medium,FN,16.0,10.0,21.0,2000,2000
spectttra,sources,aime_musicgen_medium,FP,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_musicgen_medium,FPR,,,,0,2000
spectttra,sources,aime_musicgen_medium,TN,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_musicgen_medium,TP,14.0,9.0,20.0,2000,2000
spectttra,sources,aime_musicgen_medium,TPR,0.4666666666666667,0.3,0.6666666666666666,2000,2000
spectttra,sources,aime_musicgen_medium,all_attempt_correctness,0.4666666666666667,0.3,0.6666666666666666,2000,2000
spectttra,sources,aime_musicgen_medium,attempted,30.0,30.0,30.0,2000,2000
spectttra,sources,aime_musicgen_medium,balanced_accuracy,,,,0,2000
spectttra,sources,aime_musicgen_medium,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_musicgen_medium,macro_FPR,,,,0,2000
spectttra,sources,aime_musicgen_medium,macro_TPR,0.4666666666666667,0.3,0.6666666666666666,2000,2000
spectttra,sources,aime_musicgen_medium,precision,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_musicgen_medium,scored,30.0,30.0,30.0,2000,2000
spectttra,sources,aime_musicgen_medium,specificity,,,,0,2000
spectttra,sources,aime_musicgen_small,AUROC,,,,0,2000
spectttra,sources,aime_musicgen_small,F1,,,,0,2000
spectttra,sources,aime_musicgen_small,FN,15.0,10.0,20.024999999999864,2000,2000
spectttra,sources,aime_musicgen_small,FP,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_musicgen_small,FPR,,,,0,2000
spectttra,sources,aime_musicgen_small,TN,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_musicgen_small,TP,15.0,9.975000000000001,20.0,2000,2000
spectttra,sources,aime_musicgen_small,TPR,0.5,0.3325,0.6666666666666666,2000,2000
spectttra,sources,aime_musicgen_small,all_attempt_correctness,0.5,0.3325,0.6666666666666666,2000,2000
spectttra,sources,aime_musicgen_small,attempted,30.0,30.0,30.0,2000,2000
spectttra,sources,aime_musicgen_small,balanced_accuracy,,,,0,2000
spectttra,sources,aime_musicgen_small,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_musicgen_small,macro_FPR,,,,0,2000
spectttra,sources,aime_musicgen_small,macro_TPR,0.5,0.3325,0.6666666666666666,2000,2000
spectttra,sources,aime_musicgen_small,precision,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_musicgen_small,scored,30.0,30.0,30.0,2000,2000
spectttra,sources,aime_musicgen_small,specificity,,,,0,2000
spectttra,sources,aime_riffusion,AUROC,,,,0,2000
spectttra,sources,aime_riffusion,F1,,,,0,2000
spectttra,sources,aime_riffusion,FN,9.0,4.0,14.0,2000,2000
spectttra,sources,aime_riffusion,FP,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_riffusion,FPR,,,,0,2000
spectttra,sources,aime_riffusion,TN,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_riffusion,TP,21.0,16.0,26.0,2000,2000
spectttra,sources,aime_riffusion,TPR,0.7,0.5333333333333333,0.8666666666666667,2000,2000
spectttra,sources,aime_riffusion,all_attempt_correctness,0.7,0.5333333333333333,0.8666666666666667,2000,2000
spectttra,sources,aime_riffusion,attempted,30.0,30.0,30.0,2000,2000
spectttra,sources,aime_riffusion,balanced_accuracy,,,,0,2000
spectttra,sources,aime_riffusion,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_riffusion,macro_FPR,,,,0,2000
spectttra,sources,aime_riffusion,macro_TPR,0.7,0.5333333333333333,0.8666666666666667,2000,2000
spectttra,sources,aime_riffusion,precision,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_riffusion,scored,30.0,30.0,30.0,2000,2000
spectttra,sources,aime_riffusion,specificity,,,,0,2000
spectttra,sources,aime_stable_audio_v1,AUROC,,,,0,2000
spectttra,sources,aime_stable_audio_v1,F1,,,,0,2000
spectttra,sources,aime_stable_audio_v1,FN,29.0,22.0,36.0,2000,2000
spectttra,sources,aime_stable_audio_v1,FP,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_stable_audio_v1,FPR,,,,0,2000
spectttra,sources,aime_stable_audio_v1,TN,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_stable_audio_v1,TP,21.0,14.0,28.0,2000,2000
spectttra,sources,aime_stable_audio_v1,TPR,0.42,0.28,0.56,2000,2000
spectttra,sources,aime_stable_audio_v1,all_attempt_correctness,0.42,0.28,0.56,2000,2000
spectttra,sources,aime_stable_audio_v1,attempted,50.0,50.0,50.0,2000,2000
spectttra,sources,aime_stable_audio_v1,balanced_accuracy,,,,0,2000
spectttra,sources,aime_stable_audio_v1,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_stable_audio_v1,macro_FPR,,,,0,2000
spectttra,sources,aime_stable_audio_v1,macro_TPR,0.42,0.28,0.56,2000,2000
spectttra,sources,aime_stable_audio_v1,precision,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_stable_audio_v1,scored,50.0,50.0,50.0,2000,2000
spectttra,sources,aime_stable_audio_v1,specificity,,,,0,2000
spectttra,sources,aime_stable_audio_v2,AUROC,,,,0,2000
spectttra,sources,aime_stable_audio_v2,F1,,,,0,2000
spectttra,sources,aime_stable_audio_v2,FN,34.0,27.0,40.0,2000,2000
spectttra,sources,aime_stable_audio_v2,FP,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_stable_audio_v2,FPR,,,,0,2000
spectttra,sources,aime_stable_audio_v2,TN,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_stable_audio_v2,TP,16.0,10.0,23.0,2000,2000
spectttra,sources,aime_stable_audio_v2,TPR,0.32,0.2,0.46,2000,2000
spectttra,sources,aime_stable_audio_v2,all_attempt_correctness,0.32,0.2,0.46,2000,2000
spectttra,sources,aime_stable_audio_v2,attempted,50.0,50.0,50.0,2000,2000
spectttra,sources,aime_stable_audio_v2,balanced_accuracy,,,,0,2000
spectttra,sources,aime_stable_audio_v2,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_stable_audio_v2,macro_FPR,,,,0,2000
spectttra,sources,aime_stable_audio_v2,macro_TPR,0.32,0.2,0.46,2000,2000
spectttra,sources,aime_stable_audio_v2,precision,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_stable_audio_v2,scored,50.0,50.0,50.0,2000,2000
spectttra,sources,aime_stable_audio_v2,specificity,,,,0,2000
spectttra,sources,aime_suno_v3,AUROC,,,,0,2000
spectttra,sources,aime_suno_v3,F1,,,,0,2000
spectttra,sources,aime_suno_v3,FN,8.0,3.9750000000000014,13.0,2000,2000
spectttra,sources,aime_suno_v3,FP,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_suno_v3,FPR,,,,0,2000
spectttra,sources,aime_suno_v3,TN,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_suno_v3,TP,22.0,17.0,26.024999999999864,2000,2000
spectttra,sources,aime_suno_v3,TPR,0.7333333333333333,0.5666666666666667,0.8674999999999955,2000,2000
spectttra,sources,aime_suno_v3,all_attempt_correctness,0.7333333333333333,0.5666666666666667,0.8674999999999955,2000,2000
spectttra,sources,aime_suno_v3,attempted,30.0,30.0,30.0,2000,2000
spectttra,sources,aime_suno_v3,balanced_accuracy,,,,0,2000
spectttra,sources,aime_suno_v3,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_suno_v3,macro_FPR,,,,0,2000
spectttra,sources,aime_suno_v3,macro_TPR,0.7333333333333333,0.5666666666666667,0.8674999999999955,2000,2000
spectttra,sources,aime_suno_v3,precision,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_suno_v3,scored,30.0,30.0,30.0,2000,2000
spectttra,sources,aime_suno_v3,specificity,,,,0,2000
spectttra,sources,aime_suno_v35,AUROC,,,,0,2000
spectttra,sources,aime_suno_v35,F1,,,,0,2000
spectttra,sources,aime_suno_v35,FN,3.0,0.0,7.0,2000,2000
spectttra,sources,aime_suno_v35,FP,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_suno_v35,FPR,,,,0,2000
spectttra,sources,aime_suno_v35,TN,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_suno_v35,TP,27.0,23.0,30.0,2000,2000
spectttra,sources,aime_suno_v35,TPR,0.9,0.7666666666666667,1.0,2000,2000
spectttra,sources,aime_suno_v35,all_attempt_correctness,0.9,0.7666666666666667,1.0,2000,2000
spectttra,sources,aime_suno_v35,attempted,30.0,30.0,30.0,2000,2000
spectttra,sources,aime_suno_v35,balanced_accuracy,,,,0,2000
spectttra,sources,aime_suno_v35,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_suno_v35,macro_FPR,,,,0,2000
spectttra,sources,aime_suno_v35,macro_TPR,0.9,0.7666666666666667,1.0,2000,2000
spectttra,sources,aime_suno_v35,precision,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_suno_v35,scored,30.0,30.0,30.0,2000,2000
spectttra,sources,aime_suno_v35,specificity,,,,0,2000
spectttra,sources,aime_udio,AUROC,,,,0,2000
spectttra,sources,aime_udio,F1,,,,0,2000
spectttra,sources,aime_udio,FN,2.0,0.0,5.0,2000,2000
spectttra,sources,aime_udio,FP,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_udio,FPR,,,,0,2000
spectttra,sources,aime_udio,TN,0.0,0.0,0.0,2000,2000
spectttra,sources,aime_udio,TP,28.0,25.0,30.0,2000,2000
spectttra,sources,aime_udio,TPR,0.9333333333333333,0.8333333333333334,1.0,2000,2000
spectttra,sources,aime_udio,all_attempt_correctness,0.9333333333333333,0.8333333333333334,1.0,2000,2000
spectttra,sources,aime_udio,attempted,30.0,30.0,30.0,2000,2000
spectttra,sources,aime_udio,balanced_accuracy,,,,0,2000
spectttra,sources,aime_udio,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_udio,macro_FPR,,,,0,2000
spectttra,sources,aime_udio,macro_TPR,0.9333333333333333,0.8333333333333334,1.0,2000,2000
spectttra,sources,aime_udio,precision,1.0,1.0,1.0,2000,2000
spectttra,sources,aime_udio,scored,30.0,30.0,30.0,2000,2000
spectttra,sources,aime_udio,specificity,,,,0,2000
spectttra,sources,fma_hardneg,AUROC,,,,0,2000
spectttra,sources,fma_hardneg,F1,,,,0,2000
spectttra,sources,fma_hardneg,FN,0.0,0.0,0.0,2000,2000
spectttra,sources,fma_hardneg,FP,33.0,23.0,43.0,2000,2000
spectttra,sources,fma_hardneg,FPR,0.22,0.15333333333333332,0.2866666666666667,2000,2000
spectttra,sources,fma_hardneg,TN,117.0,107.0,127.0,2000,2000
spectttra,sources,fma_hardneg,TP,0.0,0.0,0.0,2000,2000
spectttra,sources,fma_hardneg,TPR,,,,0,2000
spectttra,sources,fma_hardneg,all_attempt_correctness,0.78,0.7133333333333334,0.8466666666666667,2000,2000
spectttra,sources,fma_hardneg,attempted,150.0,150.0,150.0,2000,2000
spectttra,sources,fma_hardneg,balanced_accuracy,,,,0,2000
spectttra,sources,fma_hardneg,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,fma_hardneg,macro_FPR,0.22,0.15333333333333332,0.2866666666666667,2000,2000
spectttra,sources,fma_hardneg,macro_TPR,,,,0,2000
spectttra,sources,fma_hardneg,precision,0.0,0.0,0.0,2000,2000
spectttra,sources,fma_hardneg,scored,150.0,150.0,150.0,2000,2000
spectttra,sources,fma_hardneg,specificity,0.78,0.7133333333333334,0.8466666666666667,2000,2000
spectttra,sources,mom_diffrythm,AUROC,,,,0,2000
spectttra,sources,mom_diffrythm,F1,,,,0,2000
spectttra,sources,mom_diffrythm,FN,46.0,36.0,55.0,2000,2000
spectttra,sources,mom_diffrythm,FP,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_diffrythm,FPR,,,,0,2000
spectttra,sources,mom_diffrythm,TN,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_diffrythm,TP,54.0,45.0,64.0,2000,2000
spectttra,sources,mom_diffrythm,TPR,0.54,0.45,0.64,2000,2000
spectttra,sources,mom_diffrythm,all_attempt_correctness,0.54,0.45,0.64,2000,2000
spectttra,sources,mom_diffrythm,attempted,100.0,100.0,100.0,2000,2000
spectttra,sources,mom_diffrythm,balanced_accuracy,,,,0,2000
spectttra,sources,mom_diffrythm,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,mom_diffrythm,macro_FPR,,,,0,2000
spectttra,sources,mom_diffrythm,macro_TPR,0.54,0.45,0.64,2000,2000
spectttra,sources,mom_diffrythm,precision,1.0,1.0,1.0,2000,2000
spectttra,sources,mom_diffrythm,scored,100.0,100.0,100.0,2000,2000
spectttra,sources,mom_diffrythm,specificity,,,,0,2000
spectttra,sources,mom_extra_real,AUROC,,,,0,2000
spectttra,sources,mom_extra_real,F1,,,,0,2000
spectttra,sources,mom_extra_real,FN,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_extra_real,FP,11.0,5.0,17.0,2000,2000
spectttra,sources,mom_extra_real,FPR,0.125,0.056818181818181816,0.19318181818181818,2000,2000
spectttra,sources,mom_extra_real,TN,77.0,71.0,83.0,2000,2000
spectttra,sources,mom_extra_real,TP,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_extra_real,TPR,,,,0,2000
spectttra,sources,mom_extra_real,all_attempt_correctness,0.875,0.8068181818181818,0.9431818181818182,2000,2000
spectttra,sources,mom_extra_real,attempted,88.0,88.0,88.0,2000,2000
spectttra,sources,mom_extra_real,balanced_accuracy,,,,0,2000
spectttra,sources,mom_extra_real,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,mom_extra_real,macro_FPR,0.125,0.056818181818181816,0.19318181818181818,2000,2000
spectttra,sources,mom_extra_real,macro_TPR,,,,0,2000
spectttra,sources,mom_extra_real,precision,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_extra_real,scored,88.0,88.0,88.0,2000,2000
spectttra,sources,mom_extra_real,specificity,0.875,0.8068181818181819,0.9431818181818182,2000,2000
spectttra,sources,mom_real,AUROC,,,,0,2000
spectttra,sources,mom_real,F1,,,,0,2000
spectttra,sources,mom_real,FN,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_real,FP,33.0,23.0,43.024999999999864,2000,2000
spectttra,sources,mom_real,FPR,0.1774193548387097,0.12365591397849462,0.23131720430107452,2000,2000
spectttra,sources,mom_real,TN,153.0,142.975,163.0,2000,2000
spectttra,sources,mom_real,TP,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_real,TPR,,,,0,2000
spectttra,sources,mom_real,all_attempt_correctness,0.8225806451612904,0.7686827956989247,0.8763440860215054,2000,2000
spectttra,sources,mom_real,attempted,186.0,186.0,186.0,2000,2000
spectttra,sources,mom_real,balanced_accuracy,,,,0,2000
spectttra,sources,mom_real,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,mom_real,macro_FPR,0.1774193548387097,0.12365591397849462,0.23131720430107452,2000,2000
spectttra,sources,mom_real,macro_TPR,,,,0,2000
spectttra,sources,mom_real,precision,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_real,scored,186.0,186.0,186.0,2000,2000
spectttra,sources,mom_real,specificity,0.8225806451612903,0.7686827956989247,0.8763440860215054,2000,2000
spectttra,sources,mom_real_wav,AUROC,,,,0,2000
spectttra,sources,mom_real_wav,F1,,,,0,2000
spectttra,sources,mom_real_wav,FN,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_real_wav,FP,5.0,1.0,9.0,2000,2000
spectttra,sources,mom_real_wav,FPR,0.17857142857142858,0.03571428571428571,0.32142857142857145,2000,2000
spectttra,sources,mom_real_wav,TN,23.0,19.0,27.0,2000,2000
spectttra,sources,mom_real_wav,TP,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_real_wav,TPR,,,,0,2000
spectttra,sources,mom_real_wav,all_attempt_correctness,0.8214285714285714,0.6785714285714286,0.9642857142857143,2000,2000
spectttra,sources,mom_real_wav,attempted,28.0,28.0,28.0,2000,2000
spectttra,sources,mom_real_wav,balanced_accuracy,,,,0,2000
spectttra,sources,mom_real_wav,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,mom_real_wav,macro_FPR,0.17857142857142858,0.03571428571428571,0.32142857142857145,2000,2000
spectttra,sources,mom_real_wav,macro_TPR,,,,0,2000
spectttra,sources,mom_real_wav,precision,0.0,0.0,0.0,1996,2000
spectttra,sources,mom_real_wav,scored,28.0,28.0,28.0,2000,2000
spectttra,sources,mom_real_wav,specificity,0.8214285714285714,0.6785714285714286,0.9642857142857143,2000,2000
spectttra,sources,mom_riffusion,AUROC,,,,0,2000
spectttra,sources,mom_riffusion,F1,,,,0,2000
spectttra,sources,mom_riffusion,FN,14.0,7.0,21.0,2000,2000
spectttra,sources,mom_riffusion,FP,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_riffusion,FPR,,,,0,2000
spectttra,sources,mom_riffusion,TN,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_riffusion,TP,86.0,79.0,93.0,2000,2000
spectttra,sources,mom_riffusion,TPR,0.86,0.79,0.93,2000,2000
spectttra,sources,mom_riffusion,all_attempt_correctness,0.86,0.79,0.93,2000,2000
spectttra,sources,mom_riffusion,attempted,100.0,100.0,100.0,2000,2000
spectttra,sources,mom_riffusion,balanced_accuracy,,,,0,2000
spectttra,sources,mom_riffusion,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,mom_riffusion,macro_FPR,,,,0,2000
spectttra,sources,mom_riffusion,macro_TPR,0.86,0.79,0.93,2000,2000
spectttra,sources,mom_riffusion,precision,1.0,1.0,1.0,2000,2000
spectttra,sources,mom_riffusion,scored,100.0,100.0,100.0,2000,2000
spectttra,sources,mom_riffusion,specificity,,,,0,2000
spectttra,sources,mom_udio,AUROC,,,,0,2000
spectttra,sources,mom_udio,F1,,,,0,2000
spectttra,sources,mom_udio,FN,33.0,24.0,43.0,2000,2000
spectttra,sources,mom_udio,FP,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_udio,FPR,,,,0,2000
spectttra,sources,mom_udio,TN,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_udio,TP,67.0,57.0,76.0,2000,2000
spectttra,sources,mom_udio,TPR,0.67,0.57,0.76,2000,2000
spectttra,sources,mom_udio,all_attempt_correctness,0.67,0.57,0.76,2000,2000
spectttra,sources,mom_udio,attempted,100.0,100.0,100.0,2000,2000
spectttra,sources,mom_udio,balanced_accuracy,,,,0,2000
spectttra,sources,mom_udio,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,mom_udio,macro_FPR,,,,0,2000
spectttra,sources,mom_udio,macro_TPR,0.67,0.57,0.76,2000,2000
spectttra,sources,mom_udio,precision,1.0,1.0,1.0,2000,2000
spectttra,sources,mom_udio,scored,100.0,100.0,100.0,2000,2000
spectttra,sources,mom_udio,specificity,,,,0,2000
spectttra,sources,mom_yue,AUROC,,,,0,2000
spectttra,sources,mom_yue,F1,,,,0,2000
spectttra,sources,mom_yue,FN,6.0,2.0,11.0,2000,2000
spectttra,sources,mom_yue,FP,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_yue,FPR,,,,0,2000
spectttra,sources,mom_yue,TN,0.0,0.0,0.0,2000,2000
spectttra,sources,mom_yue,TP,94.0,88.975,99.0,2000,2000
spectttra,sources,mom_yue,TPR,0.94,0.8888888888888888,0.9801980198019802,2000,2000
spectttra,sources,mom_yue,all_attempt_correctness,0.94,0.8888888888888888,0.9801980198019802,2000,2000
spectttra,sources,mom_yue,attempted,100.0,99.0,102.0,2000,2000
spectttra,sources,mom_yue,balanced_accuracy,,,,0,2000
spectttra,sources,mom_yue,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,mom_yue,macro_FPR,,,,0,2000
spectttra,sources,mom_yue,macro_TPR,0.94,0.8888888888888888,0.9801980198019802,2000,2000
spectttra,sources,mom_yue,precision,1.0,1.0,1.0,2000,2000
spectttra,sources,mom_yue,scored,100.0,99.0,102.0,2000,2000
spectttra,sources,mom_yue,specificity,,,,0,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,AUROC,,,,0,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,F1,,,,0,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,FN,35.0,26.0,44.0,2000,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,FP,0.0,0.0,0.0,2000,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,FPR,,,,0,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,TN,0.0,0.0,0.0,2000,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,TP,45.0,36.0,54.0,2000,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,TPR,0.5625,0.45,0.675,2000,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,all_attempt_correctness,0.5625,0.45,0.675,2000,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,attempted,80.0,80.0,80.0,2000,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,balanced_accuracy,,,,0,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,macro_FPR,,,,0,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,macro_TPR,0.5625,0.45,0.675,2000,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,precision,1.0,1.0,1.0,2000,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,scored,80.0,80.0,80.0,2000,2000
spectttra,sources,sonics_chirp-v2-xxl-alpha,specificity,,,,0,2000
spectttra,sources,sonics_chirp-v3,AUROC,,,,0,2000
spectttra,sources,sonics_chirp-v3,F1,,,,0,2000
spectttra,sources,sonics_chirp-v3,FN,2.0,0.0,5.0,2000,2000
spectttra,sources,sonics_chirp-v3,FP,0.0,0.0,0.0,2000,2000
spectttra,sources,sonics_chirp-v3,FPR,,,,0,2000
spectttra,sources,sonics_chirp-v3,TN,0.0,0.0,0.0,2000,2000
spectttra,sources,sonics_chirp-v3,TP,78.0,75.0,80.0,2000,2000
spectttra,sources,sonics_chirp-v3,TPR,0.975,0.9375,1.0,2000,2000
spectttra,sources,sonics_chirp-v3,all_attempt_correctness,0.975,0.9375,1.0,2000,2000
spectttra,sources,sonics_chirp-v3,attempted,80.0,80.0,80.0,2000,2000
spectttra,sources,sonics_chirp-v3,balanced_accuracy,,,,0,2000
spectttra,sources,sonics_chirp-v3,coverage,1.0,1.0,1.0,2000,2000
spectttra,sources,sonics_chirp-v3,macro_FPR,,,,0,2000
spectttra,sources,sonics_chirp-v3,macro_TPR,0.975,0.9375,1.0,2000,2000
spectttra,sources,sonics_chirp-v3,precision,1.0,1.0,1.0,2000,2000
spectttra,sources,sonics_chirp-v3,scored,80.0,80.0,80.0,2000,2000
spectttra,sources,sonics_chirp-v3,specificity,,,,0,2000
spectttra,sources,sonics_chirp-v3.5,AUROC,,,,0,2000
spectttra,sources,sonics_chirp-v3.5,F1,,,,0,2000
spectttra,sources,sonics_chirp-v3.5,FN,1.0,0.0,3.0,2000,2000
